taxi_id,trip_start_time,trip_end_time,payment_type,trip_miles,fare,tips,trip_total
fcd39ab2094e8e554be88b0177c87b231ef27a88,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,11.66,30.5,0.0,31.0
b58798cb1b7665b6d10343a6b4d09ca6aef8a28c,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:30:00.000000 UTC,Cash,0.63,5.0,0.0,5.0
6aac539ce03571d29a7ba458dfdfabda8d41c4d1,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,11.5,31.5,0.0,31.5
bf8a0bd41ead14ea152fdc0f6cd40df78567d40f,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,15.54,39.5,0.07,39.57
b9da427aad06ce63da91d00914e8b264cf0acef3,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,0.0,10.5,0.0,10.5
a5ecbd03e34fc75b00473d1d916852d19448005b,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:30:00.000000 UTC,Cash,1.61,7.5,0.0,7.5
57ae166e1cfd4f6c18b4201557c913477f0187b2,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,4.9,15.0,3.1,18.1
860007f9196f015ef7f70fbf3401e4b351ae1256,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Prcard,8.1,23.0,0.0,23.0
06f6c06d2496d7bbaa806bb810a56ea850419d89,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,3.09,11.25,0.0,11.25
bb9fe0165c4315dfed95039ae22247f3bf3b4516,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:30:00.000000 UTC,Cash,0.57,5.0,0.0,5.0
9563e0c79a18708cf88b8c060c0d2f725a27e0a8,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Unknown,6.7,25.0,0.0,25.0
ca5dfe1170a701f657f679ba28f0cface303dbf6,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.98,6.0,0.0,6.0
3385519027a8a70a331bdcbeb14d11f33d72bf33,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:30:00.000000 UTC,Cash,1.69,8.0,0.0,8.0
a1de44aa7c62d53a3a181d2943ab80c5cda8fe82,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Mobile,3.85,11.72,3.0,14.72
9b748efd5059ff1591befeb603cf88a66c32518d,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Mobile,4.48,12.0,3.07,15.07
7ffb2428cc6fedd8641f2fee6c27343f0a742a0b,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:30:00.000000 UTC,Cash,0.0,3.25,0.0,3.25
65b6d044108b2c429b5e9c15500ad5919b912235,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,8.95,34.86,0.0,34.86
b7c105e479a9361ebe0d05b63a60e11f217c2fd1,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Cash,18.43,45.75,0.0,45.75
b2f52deb20c94262881ef8962487bdda1979efe6,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,2.31,10.0,0.0,10.0
d2344f35eff702b5cc18a5c77601c54193b3eb6b,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:30:00.000000 UTC,Credit Card,0.77,5.5,2.0,8.0
0f30f6b4ea995a5da2b337647c07b89c3a1bd3e5,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Prcard,8.8,23.75,0.0,23.75
8c384ce4e45058b2a5d85f4b5ba608ce9ccdbfb6,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Cash,25.62,63.0,0.0,67.5
d465042c818854e6b7086a96e075aaa3514d04c0,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Mobile,2.05,9.5,2.39,11.89
c76e07921a7da540c7919cb71d80479329720dd9,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:30:00.000000 UTC,Credit Card,0.47,4.25,4.0,8.75
9c35922995256938f201c2aeb77dfa915b55b542,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:30:00.000000 UTC,Credit Card,0.0,12.0,3.12,15.62
4a663da1c4de56868dd047e7e831ffebd0ef9c3e,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,14.15,53.94,0.0,53.94
6580a86e12d9395f8a54dac8548639ce72ad6df2,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,13.29,39.63,0.0,39.63
62e038ccee4c62c78ccf7aeed906c60821519cb9,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Prcard,10.9,30.25,0.0,30.25
31911d4538a3cf80a7973bbcf6f98173bf901c6f,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:30:00.000000 UTC,Mobile,4.99,13.95,2.66,16.61
ba73023d9c63a72b2ed1a2cf016909ae2396856d,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,16.25,40.66,6.93,47.59
05604102c4b828816647cd0d3b40c6f73c01c608,2023-03-01 06:30:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Cash,0.03,45.6,0.0,45.6
70959a544e9ee303504492d8face8b221169a472,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,14.1,36.25,8.3,49.55
03555b62ac6aee1d1e06f2e13d8c71c6e035186d,2023-03-01 06:30:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Mobile,1.63,9.5,1.0,10.5
8bb709d538677953fd958f6d722e97b815773d61,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Mobile,16.88,40.3,9.16,49.46
ed3403881ff7b2a2340fa05e0f9e8bcc909cc612,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,2.01,8.5,2.0,11.0
add6e31612f65db878a350e3796fe7a1326a4a53,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,0.4,4.25,4.0,8.75
5ee36fdc7220696dbaba9206b86bdc70bc152be4,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,2.37,9.0,3.0,12.0
5c25b7cf0a322451fe64a79380012406aeaca1ef,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,0.81,6.25,10.0,16.75
a25d7c77239bab5fee94cadeb07268924e286b07,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,5.37,15.75,0.0,15.75
2e944a3056386b8c73d71700425c07f9551e3458,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Credit Card,1.0,42.0,8.5,50.5
2a9d94f3c928b4048a11c29726cc48bc979cf67b,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,0.3,16.25,25.0,41.25
0b21b0eb2c725f5effc86b778d6458b66aeab4f9,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,12.36,32.0,0.0,32.0
e29cf459b20186d43cb016d06de6d6dc304163f2,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.0,3.25,0.0,3.25
d629c1e8285c64ec4b14b9e9f7f6f5251f5bd96f,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,6.99,17.65,2.0,19.65
221c97d7fa9bd2f5da579191dfac898e78160703,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.0,3.25,0.0,3.25
f55de19ded8af664b5932865580236d398824e02,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,1.8,7.75,3.0,11.25
cb74f74bb7e144c949d62b2a7cb30794b88e6787,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Prcard,10.29,28.0,0.0,28.0
16bc21ba3accc4ecc3603dc1c8e98d8cf093f2ea,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Mobile,0.0,18.05,4.41,22.46
c6943d43e91884ac82fbcc3dab5c6ff94f9d9f79,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Credit Card,13.12,33.75,7.85,47.1
4c42879382aae7caa3516609253b7a15ed4bade0,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Mobile,5.28,15.51,3.79,19.3
6653b637601b0b3dc937462d0cb5edf9d39bc21c,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,2.03,8.75,2.0,11.25
3a96e3ba479cd5f53def4020e4b257d4e0264be8,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,1.24,6.75,2.0,9.25
eec06a498df937529de23994fab108f40ff1f05a,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Prcard,10.21,28.25,0.0,28.25
22474d9f25a1c9d479b4bcdd552519b68db58a1b,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.0,3.25,0.0,3.25
b97a576a1cf98ccb72fd8d2ed5448b7276f7d222,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.35,5.75,0.0,5.75
4764c2fa589f8a39c987440675f5f108ddaf895a,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,11.44,30.0,0.0,30.0
679b5fd52d28e4d0abfd021c87049e54fae8941c,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.0,3.25,0.0,3.25
5cd7d6d58dba5c19ae278004a023d1897795997f,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,10.35,37.25,0.0,37.25
e61e67d8da57d8b95a17a4c4af6abc6162546b16,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Prcard,9.18,24.25,0.0,24.25
2f1ce7ffa4b567e276c1771f5d0b6d51793730e0,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,0.57,9.0,1.42,10.92
5796f60fece50559ac48d40e1e1d6cc97a9f4360,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,0.84,5.5,1.0,7.0
37bc2cad167587352f9511feaf807384c3af557b,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,1.67,8.25,0.0,8.25
5d9e31cd9415ca4e440d9eba220549387b4969a2,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Credit Card,17.7,43.75,9.55,56.8
10d8c884cf330d3823826e13d72d2505e470ce06,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.71,5.25,0.0,5.25
a3850169ef0a10d3dff96065ffefc55456f47b63,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.58,5.0,0.0,5.0
60793e51b1868e9c95ca48a4b105c979ca7c159a,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Unknown,7.0,25.0,0.0,25.0
87c7f2b5a671ce29c4ef4e3345b5cf4529f019e9,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Mobile,1.01,9.5,1.28,10.78
259e6617077a7c7f0ad661f3869c8722209d3079,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,3.79,13.25,0.0,13.25
e63044949c545506a12e8358258ab25f4977029d,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Prcard,12.25,31.0,0.0,31.0
b0d5e5c31bfa887f4c8b12abbd95e219f9ee4cd4,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Credit Card,17.31,43.25,10.0,61.75
79b9d15846dbd1ee37df8374008b099960cf90e2,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.02,34.86,0.0,34.86
6c41275ee7789e75b04c57a146970578595103ce,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,1.62,8.0,0.0,8.0
5902ccb403345486e5514baec4ea90dcbba4d678,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.72,5.0,0.0,5.0
2f0c03da09fe1c90c3e5b206454ede6637f35328,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,3.58,9.5,2.33,11.83
d1667658453b80c157488cfa416d475dc840da58,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,11.0,28.5,0.0,28.5
b748f6f4f3fda2244579464c7e8ece05aa8a928f,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.82,5.5,0.0,5.5
79337201dfa0989ab67a5a13d81ef0ecb9e29c23,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Prcard,11.32,30.25,0.0,30.25
00f8f67914424dd336135d10fd9f2de282647a53,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,9.89,26.25,0.0,26.25
2106cd7e760f04d5c6064514c3556eef4295b5aa,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,11.67,30.0,0.0,30.0
f1caeb7cf374c3ff07096964bc65a83fa1e84a88,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,0.83,5.5,0.0,6.0
0e90dddf7fe2f54feda14cf3016e1bd9b3c2c926,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Prcard,10.91,30.0,0.0,30.0
994988229cd4b94588e06f1c9c96806d3a20e492,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Prcard,10.57,32.0,0.0,32.0
0ac0dd0adaca615c66f3f4e6903dd33695a7176a,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,1.72,8.25,0.0,8.25
54b529fda39ad50d7c764ff0179c617a540fa946,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Credit Card,17.93,44.75,11.31,56.56
1e0c99ffdbb3cb1456904415782757f45dfc3f8e,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,1.01,6.0,2.0,8.5
bf81c8947bfc54c5d62a4d19317303c32b45889e,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,0.11,3.25,0.0,3.25
36c104c79022522c87908d5ebcdf41022b22ec07,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,1.64,7.5,0.0,8.0
4b9c816c8903f2b4c22b5a8a5eea497d124f8d1b,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Credit Card,23.29,57.75,17.25,103.5
ea7945f127ae71bb9a4f200b017aa05758e7582f,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,1.74,9.0,0.0,9.0
50db0c4719a360232ff3baee1d03adf9cc2f7216,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,6.22,16.6,1.0,17.6
9082414cdafff470618bcbd3d16cbc0df5416ec9,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:45:00.000000 UTC,Prcard,7.12,30.0,0.0,30.0
8dd234078e83ac95a6469763c05cb1fb61031443,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,11.58,29.75,0.0,29.75
5456a2a44d09c6cbe472881477055626d7937b2e,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,2.14,9.0,1.9,11.4
fe61a6ea74a9077bb9cbc23a8679854a33b380e0,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,13.06,33.0,0.0,33.0
e353e3025c36b8c68873f1adb85b8c3c9f463a46,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Mobile,17.47,43.5,8.7,52.2
bdc940f9a1c3b760ef0ef1a491ae3f5c1b6aa4df,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,2.14,9.0,2.0,11.5
77c5f86426e345f429ba4c753ef1995e5b30ac7b,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Mobile,15.77,40.57,9.22,49.79
91ff307f8caf69e3b860e6cb51ec2f6395e9324e,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,1.62,7.75,2.0,10.25
0b85df3baac626b0d676e857e5bfd98be6f9021b,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,9.28,21.84,5.32,27.16
76b74c77597540acbfdaea4caf93e7d9b330d390,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,1.77,8.25,0.0,8.75
ff343f1419b33e52f6cc73508e1533e91ac08405,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,4.42,12.39,2.28,14.67
d3de75f5d7e6e9d0b12e45fb4d974122f834aa6f,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Mobile,15.11,35.85,8.15,44.0
be45b56f138dc8c3cf9dae97eaa96619897ccd69,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Prcard,12.63,33.25,0.0,33.25
55fd5bfe0118b90f59d47b96ebfa494786b7f028,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,1.17,9.5,2.33,11.83
eee18a76b575cb3ed48ea80733c3c84a9743113d,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,3.71,12.75,1.99,15.24
84e0c6cce0f17e435c9f520a0bd266d26594e650,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,1.15,7.0,2.0,10.5
953cc20073cc3c9f21b8cd1951dc904ef1d2064b,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Prcard,7.4,22.75,0.0,22.75
aaec5716a5dd257deccb186963a32f40f8d696b8,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,14.2,36.0,10.0,75.0
6a86983fab7925c166de10b51c3fa3e318953a6f,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Prcard,9.17,26.5,0.0,26.5
4b55c134039998cca930d196ab755128134fcf0d,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,2.41,10.25,0.0,10.25
7036f68b5269f2b47fd8a7369747ffee2b53ee7f,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Credit Card,17.24,42.5,9.4,56.4
8119722b2bfb5a9b5d7b3cafd3ccf79213f892d4,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,11.19,30.0,0.0,30.0
d9d1a119b74ca2ff243827fd58cdeca0ad6611e7,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Credit Card,1.89,7.75,2.0,10.25
f6fc1a9e37880eaa055fa0e64501b9bd2d080c3e,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,5.27,15.15,3.71,18.86
5f806e94cb8eac138c897faec63250720a85ae1f,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Unknown,0.2,15.75,0.0,15.75
df1550923592c6dc9663c36b987579906060afb2,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,2.19,9.5,2.38,11.88
6a112e4393519178aff0cc8ef8d24a9b58059c43,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,1.02,6.25,0.0,6.25
9befb567ebc56457aac764bf66446e21ec93bb89,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,3.83,14.25,0.0,15.25
1015e9a8359bc175208dc0d6493adc8a2720c173,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Credit Card,17.5,43.0,9.3,55.3
1cce95a365a17f16aea83b4bf0da6b8b9496c01f,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Cash,2.12,9.5,0.0,9.5
f2de6d0ce112ec580397d2db678998f1fb5b1ffa,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,1.5,8.75,0.0,8.75
2c8574e0a96088292c4cc95af7f554bca95da01e,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,10.84,28.25,10.0,38.75
e5e37aeeef8ad069c1099ff7ba26082744b16e27,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,3.3,12.0,0.0,12.0
038c3978b29c9a42e34edde7a20f950cfcbede88,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Prcard,10.41,29.5,0.0,29.5
a22b5bc70b30de81e397def3f392016eb9dec261,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,2.96,10.51,0.0,10.51
0059ea510b48246d27e93d55c5edba79d0e6008f,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Mobile,13.3,32.13,2.0,34.13
78e39f71e260b7b75aae7b6c625b2fcdf200f7a8,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,0.0,3.25,0.0,3.25
9436788c3c473f1c855c1f59f74a6546927a2ef4,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,4.06,14.25,2.0,16.75
a2f49868c6951369cd6efe034ebecd5db03350c0,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,3.56,12.25,0.0,12.25
432194dcf1b36eee5f47a69b8ecf87dcede98aea,2023-03-01 06:45:00.000000 UTC,2023-03-01 06:45:00.000000 UTC,Mobile,1.04,6.5,2.0,9.0
c764fbe4571676725932f8a2c33386fbfc1d7959,2023-03-01 06:45:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Prcard,10.87,28.75,0.0,28.75
1f2c67d88176289704b79704edb56b8e69191b04,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,0.78,5.5,4.0,10.0
3c8c7e21a8be89d18f1a4a59638d7cca604e4aa9,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Credit Card,13.3,33.75,9.55,47.3
15c1ff907621e662530c29445fa1a62593edf3db,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:45:00.000000 UTC,Mobile,12.58,31.17,7.08,38.25
572b1d699b014fd626cd10e36b8f9e2139f8bb37,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Credit Card,0.8,36.75,5.0,46.75
5d12f5823acc82a6bc3834872b624a70fec30781,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Credit Card,3.2,10.75,0.0,11.25
23c1329f7c271746b93e1bc0b4603d4e2123faee,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,0.12,3.5,0.0,3.5
4933fceebabeaa2fb27a325286ce48c5c79eb3b1,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:45:00.000000 UTC,Mobile,15.38,36.41,10.35,46.76
dc1d80e433e914ddf9563c19984ddfa9ab91b038,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,1.0,6.0,2.0,8.5
5d90621c0649c4c9c3cc1c5dd9f284a856797912,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Mobile,2.41,9.5,1.82,11.32
91f049be1815f6840fbb0cfa5bcab54678187255,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Prcard,9.63,26.5,0.0,26.5
3639609a9cd438ee8a7b2c00dafd17668005dd75,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:45:00.000000 UTC,Mobile,17.33,37.12,8.44,45.56
a78b04419d3b919f25a6018a5a8b4b3b9cf85535,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,0.57,4.75,2.0,7.25
82b114150906b680c05b209206b240945c95cc20,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Mobile,0.7,9.5,2.33,11.83
ffbe104965415f528d017a09ff48b015d53ab7f0,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Mobile,2.28,10.12,1.3,11.42
4ba48b21aa26d88709f2cfa2802eb6b5b52ebc00,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,0.03,3.25,0.0,3.25
531b6f42775371ee08d652e7cd990fca2763a0fb,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,1.93,9.0,0.0,9.0
9b6fdc7df742af856411317bfdab087084e895d9,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,4.32,13.75,0.0,13.75
a916f909b15930d95ca67ce7d0e145a039d6573d,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Cash,4.4,14.0,0.0,14.0
d20e59b572ad43caa670c3f3644326b4e9e9c033,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Credit Card,0.59,5.0,1.0,6.5
9164b4c4ccd90889a0da241eb98539bc3ccd95fd,2023-03-01 07:00:00.000000 UTC,2023-03-01 08:15:00.000000 UTC,Credit Card,17.58,50.75,11.25,67.5
a2983d858ecf301b99563f703f11ee9d37c5e89e,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Cash,0.78,6.0,0.0,6.0
b43a09e5b6800ce5d97a7bca2caaca218a242dfc,2023-03-01 07:00:00.000000 UTC,2023-03-01 08:00:00.000000 UTC,Mobile,17.72,40.8,6.95,47.75
667ea453334f368a3a757dec7bde298b23b47d95,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Unknown,11.6,30.25,0.0,30.25
df27102e1e740232c45ced4b78e595d16c169f43,2023-03-01 07:00:00.000000 UTC,2023-03-01 08:00:00.000000 UTC,Cash,15.24,33.68,0.0,33.68
a202a600f448c7d5ad8a20f45abba5089b1441ac,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:15:00.000000 UTC,Credit Card,8.88,24.0,4.9,29.4
264c3089edbfe05769a04457f0f858ca78c205ca,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:00:00.000000 UTC,Cash,0.56,5.0,0.0,5.0
a11b3d1dfaaaa07f8fcd0b54f395e9547f59ab21,2023-03-01 07:00:00.000000 UTC,2023-03-01 07:30:00.000000 UTC,Prcard,8.01,23.0,0.0,23.0
