id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
13734025,Riak: indexing and querying kv data,<p>I would like to implement indexing and querying kv data as described in the Riak docs at <a href= http://docs.basho.com/riak/latest/cookbooks/Riak-Search---Indexing-and-Querying-Riak-KV-Data/ rel= nofollow >http://docs.basho.com/riak/latest/cookbooks/Riak-Search---Indexing-and-Querying-Riak-KV-Data/</a>. </p> <p>While there is a little documentation about how to setting up indexing using the HTTP API the documentation of basho lacks any information on how to query such indexed kv data using the HTTP API. Apparently it is not working like when i index contents from the file system at least i did not get it to work like that. </p> <p>Could anybody help in posting some simple examples using cURL? Thanks in advance!</p>,13740681,1,0,,2012-12-05 22:56:01.433000 UTC,,2012-12-06 09:37:01.453000 UTC,,,,,85582,,1,0,riak|riak-search,367
31716935,Rails Model Categorization,<p>I have two columns in my database <code>first_name</code> and <code>last_name</code> which I want to condense into one category <code>name</code>. User Model:</p> <pre><code>def name @name ||= Name.new(first_name last_name) end def name=(name) self[:first_name] = name.first_name self[:last_name] = name.last_name @name = name end </code></pre> <p>And Name Class</p> <pre><code>class Name attr_reader :first_name :last_name def initialize(first_name last_name) @first_name @last_name = first_name last_name end </code></pre> <p>end</p> <p>Then for the view:</p> <pre><code>= @product.user.name </code></pre> <p>But then when the page is displayed I get this <code>#&lt;Name:0x007fd8b5ec1d10&gt;</code> instead of the first and last name I get in the console. Hope this is clear.</p>,31717003,1,0,,2015-07-30 06:47:58.977000 UTC,2,2015-07-30 06:52:04.963000 UTC,,,,,4932805,,1,0,ruby-on-rails|model,27
29907325,peformClick() on an AlertDialog in an InstrumentationTestCase2 doesn't work,<p>I want to click on an <code>AlertDialog</code> in an <code>ActivityInstrumentationTestCase2</code>. But the <code>DialogInterface.OnClickListener()</code> execute after the test finished and not during the test (I know that because I debugged this test).</p> <p>My test checks a delete button. If the delete button is pressed an <code>AlertDialog</code> will appear and ask the user again. If the user accepts the <code>AlertDialog</code> the database row will be deleted.</p> <pre><code>public class ShiftTest2 extends ActivityInstrumentationTestCase2&lt;Shift&gt; { @UiThreadTest public void testDeleteButton() { Shift shift = getActivity(); Button deleteButton = (Button) shift.findViewById(R.id.shift_delete); deleteButton.performClick(); // That works fine AlertDialog alertDialog = shift.getAlertDialog(); // The thread execute the performClick() after this test finished alertDialog.getButton(DialogInterface.BUTTON_POSITIVE).performClick(); final Bundle savedShift = mDb.getShiftById( 1 ); assertNull(savedShift); // This assert fail } } </code></pre> <p>The <code>OnClickListener</code> for my delete button.</p> <pre><code>public void onDeleteButton(View view) { if (mDeleteDialog != null) { mAlert = mDeleteDialog.create(); mAlert.show(); } } </code></pre> <p>And here the listeners for my <code>AlertDialog</code>.</p> <pre><code>@Override public void onCreate(Bundle savedInstanceState) { ... mDeleteDialog = new AlertDialog.Builder(this); mDeleteDialog.setMessage(getString(R.string.delete_shift_really)); mDeleteDialog.setPositiveButton(getString(R.string.delete) new DialogInterface.OnClickListener() { @Override public void onClick(DialogInterface dialogInterface int i) { mDb.deleteShift(mId); resetAllPreferences(); Intent parentActivity = new Intent(context WorkingTimeSettings.class); startActivity(parentActivity); } }); mDeleteDialog.setNegativeButton(getString(R.string.cancel) new DialogInterface.OnClickListener() { @Override public void onClick(DialogInterface dialogInterface int i) { // Nothing to do here } }); } </code></pre> <p>I tried <code>Thread.sleep(10000)</code> already in the test but it changes nothing. The problem is that the thread don't jump out of the test to execute the positive button listener. Perhaps because of the <code>@UiThreadTest</code> annotation?</p>,29947837,1,0,,2015-04-27 22:51:01.997000 UTC,,2015-04-29 15:13:34.087000 UTC,2015-04-27 22:59:18.210000 UTC,,2278038,,2278038,,1,0,android|multithreading|automated-tests|alertdialog,109
25856256,intent on incoming hangouts dialer number is null,<p>Incoming number on moto G 4G kitkat from outgoing hangouts dialer call on another device...</p> <p>Stock phone app <strong>and/or</strong></p> <pre><code>public void onReceive(final Context context Intent intent) { Bundle extras = intent.getExtras(); number = extras.getString(TelephonyManager.EXTRA_INCOMING_NUMBER); </code></pre> <p>Both produce: NULL</p> <p>Incoming number from other outgoing source is not null and is shown.</p> <p><strong>However</strong></p> <pre><code>Log.d(TAG isEmpty? +extras.isEmpty()); </code></pre> <p>Produces: InPhoneStateMonitor(4661): isEmpty? false</p> <p>Though perhaps its the state information or other:</p> <pre><code>String state = extras.getString(TelephonyManager.EXTRA_STATE); </code></pre> <p>There is also nothing I can see in hangouts to make a difference. Haven't checked google voice account settings from the website or tried from my old Google voice number through hangouts either.</p> <p><strong>In the end my question is</strong>: Why is there no phone number being received or at least appears to be null from that source?</p>,25856952,1,0,,2014-09-15 20:20:00.313000 UTC,,2014-09-15 21:10:13.787000 UTC,2014-09-15 20:41:43.597000 UTC,,4012266,,4012266,,1,0,android,141
21930385,Shutting down NameNode at when I tried to start the namenode service,<p>When I tried to <code>start-all.sh</code> namenode is not running with the log below: Please help</p> <pre><code>ERROR org.apache.hadoop.hdfs.server.namenode.NameNode: java.lang.ClassFormatError: Unknown constant tag 59 in class file org/mortbay/util/DateCache at java.lang.ClassLoader.defineClass1(Native Method) at java.lang.ClassLoader.defineClass(ClassLoader.java:791) at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:142) at java.net.URLClassLoader.defineClass(URLClassLoader.java:449) at java.net.URLClassLoader.access$100(URLClassLoader.java:71) at java.net.URLClassLoader$1.run(URLClassLoader.java:361) at java.net.URLClassLoader$1.run(URLClassLoader.java:355) at java.security.AccessController.doPrivileged(Native Method) at java.net.URLClassLoader.findClass(URLClassLoader.java:354) at java.lang.ClassLoader.loadClass(ClassLoader.java:423) at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308) at java.lang.ClassLoader.loadClass(ClassLoader.java:356) at org.mortbay.log.StdErrLog.&lt;clinit&gt;(StdErrLog.java:38) at java.lang.Class.forName0(Native Method) at java.lang.Class.forName(Class.java:188) at org.mortbay.log.Log.class$(Log.java:67) at org.mortbay.log.Log.&lt;clinit&gt;(Log.java:72) at org.mortbay.component.Container.add(Container.java:200) at org.mortbay.component.Container.update(Container.java:164) at org.mortbay.component.Container.update(Container.java:106) at org.mortbay.jetty.Server.setConnectors(Server.java:160) at org.mortbay.jetty.Server.addConnector(Server.java:134) at org.apache.hadoop.http.HttpServer.&lt;init&gt;(HttpServer.java:158) at org.apache.hadoop.http.HttpServer.&lt;init&gt;(HttpServer.java:137) at org.apache.hadoop.hdfs.server.namenode.NameNode$1.run(NameNode.java:363) at org.apache.hadoop.hdfs.server.namenode.NameNode$1.run(NameNode.java:358) at java.security.AccessController.doPrivileged(Native Method) at javax.security.auth.Subject.doAs(Subject.java:415) at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1115) at org.apache.hadoop.hdfs.server.namenode.NameNode.startHttpServer(NameNode.java:358) at org.apache.hadoop.hdfs.server.namenode.NameNode.initialize(NameNode.java:306) at org.apache.hadoop.hdfs.server.namenode.NameNode.&lt;init&gt;(NameNode.java:461) at org.apache.hadoop.hdfs.server.namenode.NameNode.createNameNode(NameNode.java:1208) at org.apache.hadoop.hdfs.server.namenode.NameNode.main(NameNode.java:1217) 2014-02-21 15:13:07336 INFO org.apache.hadoop.hdfs.server.namenode.NameNode: SHUTDOWN_MSG: /************************************************************ SHUTDOWN_MSG: Shutting down NameNode at DWNPCPU229/127.0.1.1 ************************************************************/ </code></pre> <h1>UPDATE</h1> <p>hadoop version is <code>Hadoop 0.20.2-cdh3u0</code> and java version is <code>java version 1.7.0_15 </code> Could it be a incompatible problem.</p>,21933971,1,0,,2014-02-21 09:33:04.797000 UTC,,2014-02-21 12:02:24.607000 UTC,2014-02-21 11:32:00.470000 UTC,,2925295,,2925295,,1,0,hadoop,434
20629023,Entitlements.plist file missing when creating project in Visual studio Xamarin,<p>When creating a project in <code>Xamarin Studio</code> on our Build mac there is a <code>entitlements.plist</code> file in the root of the project. </p> <p>Apparently this file is needed when a customer wants to resign the app we created for them with their own provisioning profile. if im not wrong the file is obsolete in a appstore deploy however the client wants to test it before releasing it with their <code>adhoc</code> profile.</p> <p>When we create a project in <code>Visual Studio 2010</code> it seems to be missing. might this be a bug in the <code>Visual studio</code> plugin?</p>,20642195,1,0,,2013-12-17 08:12:06.837000 UTC,,2013-12-17 18:44:05.840000 UTC,2013-12-17 14:05:57.800000 UTC,,1063783,,611547,,1,2,visual-studio-2010|xamarin.ios|xamarin,1251
5988684,enlarge image in new window - centered?,<p>enlarging an image in a new window when a user clicks on it. Here's the Javascript I used:</p> <pre><code>&lt;html&gt; &lt;head&gt; &lt;SCRIPT language= JavaScript &gt; &lt;!-- function PopUp(pPage) { window.open(pPage'popWin''resizable=yesscrollbars=yeswidth=580height=460toolbar=no'); } //--&gt; &lt;/SCRIPT&gt; &lt;/head&gt; &lt;body&gt; &lt;A href= javascriptopUp('picture.jpg'); &gt;&lt;img src= thumbnail.jpg alt= border=0&gt;&lt;/a&gt; &lt;/body&gt; &lt;/html&gt; </code></pre> <p>This has worked great for me but I need to have the large image in the new window centered. I've tried adding align=center to various parts of both the part of the code as well as the part of the code. Nothing has worked. </p>,5988721,1,0,,2011-05-13 07:31:15.323000 UTC,,2011-05-13 07:43:59.490000 UTC,,,,,450339,,1,0,javascript|jquery,1559
11711033,Select records based on date comparison,<p>I have a bunch of rides in my database. I want to display just the ones whose date_range_end field (which is a Date) is after the current date. In my controller I have this:</p> <pre><code>Ride.find(:all :conditions =&gt; [ :date_range_end &gt; Date.today ]) </code></pre> <p>but that causes this error: comparison of Symbol with Date failed</p> <p>So how do I perform this query? </p>,11711072,1,0,,2012-07-29 16:47:16.277000 UTC,,2012-07-29 16:52:38.160000 UTC,,,,,807137,,1,1,ruby-on-rails,554
34280345,RGB-D pose estimation with OpenCv and python,<p>I'm currently trying to solve the RGBD SLAM problem but am experiencing some issues estimating poses via RANSAC. I have correctly transformed the points from 2d to 3d via:</p> <pre><code>def transform3d(x y depth): Z = depth[x][y] / scalingFactor X = (x - centerX) * Z / focalX Y = (y - centerY) * Z / focalY return (XYZ) def transform(matches depth1 depth2 kp1 kp2): points_3d points_2d = [] [] temp = np.zeros((1 2)) for mat in matches: img1_idx = mat.queryIdx img2_idx = mat.trainIdx (y1 x1) = kp1[img1_idx].pt (y2 x2) = kp2[img2_idx].pt if depth[x1][y1] == 0: continue points_2d.append(kp2[img2_idx].pt) points_3d.append(np.array(transform3d(x1 y1 depth))) return (np.array(points_3d np.float32) np.array(points_2d np.float32)) </code></pre> <p>afterwards I call the calibrateCamera function to retrieve the distortion param</p> <pre><code>mtx = np.array([[focalX 0 centerX] [0 focalY centerY] [0 0 1]] np.float32) cv2.calibrateCamera(np.array([points_3d]) np.array([points_2d]) rgb1.shape[::-1] None None flags=1) </code></pre> <p>and did RANSAC to obtain the rotation and translation matrix:</p> <pre><code>cv2.solvePnPRansac(np.array([points_3d]) np.array([points_2d]) mtx dist) </code></pre> <p>For the above I went through OpenCVs tutorial for estimating poses.</p> <p>I have also followed this article <a href= http://ksimek.github.io/2012/08/22/extrinsic/ rel= nofollow >http://ksimek.github.io/2012/08/22/extrinsic/</a> and tried to express the pose by doing</p> <pre><code>R = cv2.Rodrigues(rvecs)[0].T pose = -R*tvecs </code></pre> <p>my poses are definitely wrong! yet I have no idea where the issue lies.</p> <p>I have also cross-checked my code with this C++ implementation of RGBD SLAM <a href= http://www.cnblogs.com/gaoxiang12/p/4659805.html rel= nofollow >http://www.cnblogs.com/gaoxiang12/p/4659805.html</a></p> <p>Please help! I really want to get my robot moving :)</p>,35133371,1,0,,2015-12-15 02:53:11.897000 UTC,,2016-02-01 14:43:56.107000 UTC,,,,,2115494,,1,2,python|c++|opencv,121
36345130,Is Office365 connectors useful if there is already a notifications service?,<p>I was reading about new <a href= https://dev.outlook.com/Connectors/ConnectButton rel= nofollow >Office365 Connectors</a></p> <p>As a summary Microsoft 365 Connecters allows o365 admin user to subscribe an o365 user group for notifications from a third party system (e.g. Zendesk Mailchimp....). When o365 to 3rd Party app connection configured o365 platform provides a URL (Webhook URL) to the third party app to push notifications (json messages) so that the 0365 users can get notifications without login to other apps. </p> <p>My question is that if the <strong>third party app</strong> already has a Notification service which sends email notifications to users is it useful to build a O365 connector which is more specific to 0365? </p>,36390709,1,0,,2016-03-31 22:48:21.787000 UTC,,2016-04-03 23:24:26.283000 UTC,2016-03-31 23:30:50.273000 UTC,,1506710,,1506710,,1,0,office365|office365connectors,59
5195304,Skip jQuery Validation labels,<p>If you look here: <a href= http://creathive.net rel= nofollow >http://creathive.net</a> you will see I have an application form down at the bottom of the page and I have added some jQuery validation to make a user fills it out correctly. However what I would like to do is instead of showing all those labels next to the input boxes (which breaks the layout) is just keep it simple and only change the colours of the input fields.</p> <p>edit:</p> <pre><code>$( #applicationform ).validate({ rules: { firstname: required  lastname: required  email: { required: true email: true } url: { required: true url: true } } }); </code></pre>,5195335,1,0,,2011-03-04 14:55:44.963000 UTC,,2013-01-07 15:34:28.520000 UTC,2013-01-07 15:34:28.520000 UTC,,223386,,302533,,1,0,jquery|validation,104
33848533,How to use Spoon on aws pentaho community version?,<p>I have spinned up a Pentaho server on AWS with </p> <pre><code>Pragmatic Pentaho BA Server Community Edition 5.4 @ AWS Platform </code></pre> <p>and want to use the Kettel GUI(Spoon) to control from localhost through installed client or web browser.</p> <p>How can I achieve this?</p> <p>additional information:</p> <p>follow the instruction in <a href= http://www.pragtech.co.in/products/other-products/pragmatic-pentaho-community-edition-aws-platform.html#launch rel= nofollow >http://www.pragtech.co.in/products/other-products/pragmatic-pentaho-community-edition-aws-platform.html#launch</a></p> <p>it is possible to get a browser client through IP</p> <pre><code>instance-ip:8080 </code></pre>,33858368,1,0,,2015-11-21 21:01:27.503000 UTC,,2015-11-22 18:19:33.663000 UTC,2015-11-21 21:41:17.717000 UTC,,2999675,,2999675,,1,2,amazon-web-services|pentaho|kettle|pentaho-cde,95
10350673,What is the primary key of an audit table managed by Hibernate Envers?,<p>I am using Hibernate Envers to audit some entities. I manually created the associated audit tables. However I am having trouble determining what an audit table's primary key should be. For example consider a fictional table designed to store customers:</p> <pre><code>CREATE TABLE CUSTOMER ( CUSTOMER_ID INTEGER CUSTOMER_NAME VARCHAR(100) PRIMARY KEY (CUSTOMER_ID) ) </code></pre> <p>And you create the audit table:</p> <pre><code>CREATE TABLE CUSTOMER_REVISION ( REVISION_ID INTEGER REVISION_TYPE_ID INTEGER CUSTOMER_ID INTEGER CUSTOMER_NAME VARCHAR(100) PRIMARY KEY (???) ) </code></pre> <p>Here were the options I considered:</p> <h2>Primary key: <code>REVISION_ID</code></h2> <p>This cannot be the primary key because multiple entities of the same class may be modified during the same revision.</p> <h2>Primary key: (<code>REVISION_ID</code> <code>CUSTOMER_ID</code>)</h2> <p>This seems more likely but I'm not sure if Envers will insert multiple records per customer per revision.</p> <h2>Primary key: (<code>REVISION_ID</code> <code>REVISION_TYPE_ID</code> <code>CUSTOMER_ID</code>)</h2> <p>This seems like overkill but it may be possible that Envers will insert different types of records (<code>add</code> <code>modify</code> or <code>delete</code>) per customer per revision.</p> <h2>Primary key: A new column</h2> <p>Perhaps the primary key must simply be another column containing a synthetic primary key.</p> <hr> <p><strong>What is the true primary key of an audit table managed by Hibernate Envers?</strong></p>,10351032,1,0,,2012-04-27 12:33:00.527000 UTC,,2012-04-27 12:57:35.900000 UTC,,,,,41619,,1,0,java|hibernate|hibernate-envers,882
9681026,How can I separate my Delphi Application's task bar caption from its main form caption?,<p>I've noticed that my application title as shown on the task bar duplicates that displayed in the main form caption and has nothing to do with Application.Title. My main form caption is set programmatically with Caption := 'xxxx' and is something like:</p> <pre><code>My Fantastic Application V1.2.3.4 [Power User] </code></pre> <p>and this is faithfully reproduced (truncated) on the Taskbar. I'd really like to see only My Fantastic Application on the taskbar. Is this possible? I've tried setting Application.Title etc to no effect.</p>,9681188,1,0,,2012-03-13 09:06:07.137000 UTC,1,2012-03-13 09:20:55.423000 UTC,2012-03-13 09:20:55.423000 UTC,,4997,,47012,,1,8,delphi|title|taskbar,1470
26254970,how to add possibilities in a select using f.input :object,<p>I have a form and I want the user to select one of the object.</p> <pre><code>ActiveAdmin.register Promo do form do |f| f.inputs do f.input :user end f.actions end end </code></pre> <p>Ok it works but now I want to add a possibility All in the select like this I tried different things </p> <pre><code>f.input :user + All f.input :user as: :select collection: [:user All ] </code></pre> <p>But of course it doesn't work</p>,26257561,1,0,,2014-10-08 10:43:28.123000 UTC,,2014-10-08 13:01:19.717000 UTC,2014-10-08 12:15:34.943000 UTC,,3512074,,3512074,,1,0,ruby-on-rails|select|input|collections,43
14135411,Open in new jqueryui tab,<p>I want to open edit action in a new jquery-ui tab </p> <p>My link is </p> <pre><code>&lt;%= link_to 'Show' student %&gt; </code></pre> <p>I want to open this in new jqueryui tab.</p> <p>How to do it?</p> <p>This is my index page</p> <pre><code>&lt;html&gt; &lt;head&gt; &lt;title&gt;jQuery UI Accordion&lt;/title&gt; &lt;link rel= stylesheet href= http://code.jquery.com/ui/1.9.2/themes/base/jquery-ui.css /&gt; &lt;script src= http://code.jquery.com/jquery-1.8.3.js &gt;&lt;/script&gt; &lt;script src= http://code.jquery.com/ui/1.9.2/jquery-ui.js &gt;&lt;/script&gt; &lt;script&gt; $(document).ready(function() { var $tabs = $( #container-1 ).tabs(); }); &lt;/script&gt; &lt;/head&gt; &lt;body&gt; &lt;div id= container-1 &gt; &lt;ul&gt; &lt;li&gt;&lt;a href= #fragment-1 &gt;List&lt;/a&gt;&lt;/li&gt; &lt;li&gt;&lt;a href= #fragment-2 &gt;Knockout Test&lt;/a&gt;&lt;/li&gt; &lt;li&gt;&lt;%= link_to 'New Student' {:controller =&gt; students  :action =&gt; new } %&gt;&lt;/li&gt; &lt;/ul&gt; &lt;div id= fragment-1 &gt; &lt;h1&gt;Listing students&lt;/h1&gt; &lt;table&gt; &lt;tr&gt; &lt;th&gt;&lt;%=t :Name%&gt;&lt;/th&gt; &lt;th&gt;&lt;/th&gt; &lt;th&gt;&lt;/th&gt; &lt;th&gt;&lt;/th&gt; &lt;/tr&gt; &lt;% @students.each do |student| %&gt; &lt;tr&gt; &lt;td&gt;&lt;%= student.name %&gt;&lt;/td&gt; &lt;td&gt;&lt;%= link_to 'Show' student %&gt;&lt;/td&gt; &lt;td&gt;&lt;%= link_to 'Edit' edit_student_path(student) %&gt;&lt;/td&gt; &lt;td&gt;&lt;%= link_to 'Destroy' student :method =&gt; :delete :data =&gt; { :confirm =&gt; 'Are you sure?' } %&gt;&lt;/td&gt; &lt;/tr&gt; &lt;% end %&gt; &lt;/table&gt; &lt;/div&gt; &lt;div id= fragment-2 &gt; &lt;p&gt;First name: &lt;input data-bind= value: firstName /&gt;&lt;/p&gt; &lt;p&gt;Last name: &lt;input data-bind= value: lastName /&gt;&lt;/p&gt; &lt;p&gt;Full name: &lt;strong data-bind= text: fullName &gt;&lt;/strong&gt;&lt;/p&gt; &lt;/div&gt; &lt;/div&gt; </code></pre>,14135463,1,0,,2013-01-03 08:36:14.027000 UTC,,2013-01-03 08:48:27.700000 UTC,2013-01-03 08:48:27.700000 UTC,,1361638,,1361638,,1,1,ruby-on-rails-3|jquery-ui,106
35803157,How to filter columns in numpy ndarray,<p>I have array of bools that says which columns of data array I should drop. </p> <pre><code>selections = [True False True] data = [[ 1 2 3 ] [ 4 5 6 ]] </code></pre> <p>So I want to have this one:</p> <pre><code>new_data = [[ 1 3 ] [ 4 6 ] </code></pre> <p>All arrays is numpy.array. Python 2.7</p>,35803235,1,0,,2016-03-04 18:11:54.057000 UTC,,2016-03-04 18:16:32.087000 UTC,2016-03-04 18:16:32.087000 UTC,,3510736,,6019664,,1,3,python|arrays|numpy,35
20527539,attaching pictures to an email being sent using java mail API,<p>i have a method that i use to send an email using java. i would like to know how to attach a picture to the top of the email? i tried using MimeMessageParts or something and i couldnt get it to work? i would like to be able to pass a BufferedImage into the method as a parameter and have it attach it to the top.. any help would be appreciated :)</p> <pre><code>public static void Send(final String username final String password String recipientEmail String ccEmail String title String message) throws AddressException MessagingException { Security.addProvider(new com.sun.net.ssl.internal.ssl.Provider()); final String SSL_FACTORY = javax.net.ssl.SSLSocketFactory ; // Get a Properties object Properties props = System.getProperties(); props.setProperty( mail.smtps.host  smtp.gmail.com ); props.setProperty( mail.smtp.socketFactory.class  SSL_FACTORY); props.setProperty( mail.smtp.socketFactory.fallback  false ); props.setProperty( mail.smtp.port  465 ); props.setProperty( mail.smtp.socketFactory.port  465 ); props.setProperty( mail.smtps.auth  true ); props.put( mail.smtps.quitwait  false ); Session session = Session.getInstance(props null); // -- Create a new message -- final MimeMessage msg = new MimeMessage(session); // -- Set the FROM and TO fields -- msg.setFrom(new InternetAddress(username + @gmail.com )); msg.setRecipients(Message.RecipientType.TO InternetAddress.parse(recipientEmail false)); if (ccEmail.length() &gt; 0) { msg.setRecipients(Message.RecipientType.CC InternetAddress.parse(ccEmail false)); } msg.setSubject(title); msg.setText(message utf-8 ); msg.setSentDate(new Date()); SMTPTransport t = (SMTPTransport)session.getTransport( smtps ); t.connect( smtp.gmail.com  username password); t.sendMessage(msg msg.getAllRecipients()); t.close(); } </code></pre>,20527745,1,0,,2013-12-11 18:51:16.923000 UTC,,2013-12-11 19:14:27.060000 UTC,2013-12-11 19:14:27.060000 UTC,,870248,,2930265,,1,3,java|api|email,101
14967599,MySQL INNER JOIN with multiple values in a column,<p>Does anyone knows how to do a mysql inner join with multiple values from a table in a column I mean:</p> <p>t_1: <strong><code>id_t1 | name</code></strong><br/> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<code>001 | name_value</code></p> <p>t_2: <strong><code>id_t2 | value</code></strong><br/> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<code>020 | value1</code><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<code>030 | value2</code><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<code>040 | value3</code><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<code>050 | value4</code></p> <p>t1_t2: <strong><code>id_t1 | id_t2</code></strong><br/> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<code>001 | 020</code><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<code>001 | 030</code><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<code>001 | 050</code></p> <p>Then a query that return me for example something like this:</p> <p><strong><code>id_t1 | name</code></strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <strong><code>| values_t_2</code></strong><br/> &nbsp;&nbsp;&nbsp;&nbsp;<code>001 | name_value | value1 value2 value4</code></p> <p>If anyone can tell me a way to do this I'd be grateful.</p>,14967640,1,0,,2013-02-19 21:17:17.490000 UTC,,2013-02-19 21:19:22.373000 UTC,,,,,1756532,,1,0,php|mysql,399
2853380,Raphael JS - Parsing an SVG on the fly,<p>I found a neat SVG parser at <a href= http://bkp.ee/atirip/ rel= nofollow >http://bkp.ee/atirip/</a> which parses an SVG file and outputs it into javascript that uses the Raphael JS library (raphaeljs.com). You'll notice in the source code at <a href= http://bkp.ee/atirip/svg2rdemo.php rel= nofollow >http://bkp.ee/atirip/svg2rdemo.php</a> :</p> <pre><code>&lt;script&gt; jQuery(document).ready( function() { $( #c1 ).each(function(){ var c = Raphael(this 190 154 0 0); var g1 = c.set(); ... </code></pre> <p>it creates variables like g1 g2 etc. But it also reuses these variables. I would like to create unique variables for each group. In my .ai file I have named my groups and I would like to use these names to create the variable names.</p> <p>Where in <a href= http://bkp.ee/atirip/f/svgToRaphaelParser.php.zip rel= nofollow >http://bkp.ee/atirip/f/svgToRaphaelParser.php.zip</a> should I look to make this change?</p>,2856072,1,0,,2010-05-17 22:36:24.213000 UTC,3,2012-03-14 18:56:45.210000 UTC,2010-05-17 22:41:14.320000 UTC,,21234,,170315,,1,4,javascript|xml|parsing|svg|raphael,6093
33330138,Passport Facebook authentication for website users plus local authentication for admin,<p>I am creating a website with node and express framework in back end and angular in front end. I am using passport for authentication. The users of my website can login or signup using only their Facebook ID this is working so far. Now I have to create an admin login. The steps I am going to follow are-</p> <p>1] Create a separate route which has some secret string at end to get to login page. like <code>localhost:8080/p08jnl</code> </p> <p>2] When on this page I have username and password input where the admin enter the credentials and would use <em>passport local authentication</em> for this.</p> <p>3] The admin routes can be accessed only after login from the admin portal I will define a middleware <code>isAuthenticated()</code> on those routes.</p> <p>The thing I am concerned about is for the routes for users I had defined an <code>isAuthenticated()</code> function so that only authenticated users can access those routes.</p> <p>Would any authenticated user be able to access the routes for admin?</p> <p>more details on my authentication- when my website's URL is called</p> <pre><code>'localhost:8080' </code></pre> <p>I send a page which has the Facebook authentication button on it no angular web app is sent when user authenticates via Facebook then the client angular web app is sent.</p> <p>I am planning to send a page when the admin URL is called with username and password input fields .After successful login the admin angular web app would be sent.</p>,33332252,1,0,,2015-10-25 13:19:03.597000 UTC,,2015-10-25 16:45:50.147000 UTC,2015-10-25 14:06:15.467000 UTC,,3445324,,2737210,,1,0,angularjs|node.js|authentication|express|passport.js,36
36533485,is this grammar ambiguous,<p>I want to convert this grammar to an unambiguous grammar:</p> <pre><code>S -&gt; if E then S | if E then S else S | a E -&gt; b </code></pre> <p>I found a solution which is more complicated than my solution but I'm not sure if my solution is correct:</p> <pre><code>S -&gt; if E then T else S | if E then S | a T -&gt; if E then T else T | a E -&gt; b </code></pre> <p>So is my solution correct?</p>,36536047,1,0,,2016-04-10 18:04:45.663000 UTC,,2016-04-10 22:01:42.363000 UTC,2016-04-10 20:02:14.113000 UTC,,1566221,,2778503,,1,0,context-free-grammar|ambiguous-grammar,39
2272338,Question about machine.config file,<p>It is known that we use web.config file to override the setting of machine.config file.</p> <p>My questions are </p> <p>a) how come machine.config file knows that only changes made in web.config file are to be overwritten. I mean to say if I use some other name for the config file say xyz.config will it be able to work?</p> <p>b) How does machine.config file know about web.config? Is there any link mentioned inside the machine.config file for that?</p>,2272494,1,0,,2010-02-16 11:04:49.937000 UTC,,2011-07-12 11:24:47.683000 UTC,2011-07-12 11:24:47.683000 UTC,,23572,,246935,,1,0,asp.net,163
5654878,Calendar and getTimeInMillis(). Android.,<p>I have next code:</p> <pre><code>Calendar cal = Calendar.getInstance(); cal.add(Calendar.YEAR mYear); /2011 cal.add(Calendar.MONTH mMonth); /04 cal.add(Calendar.DAY_OF_MONTH mDay);/13 cal.add(Calendar.HOUR mHour); /11 cal.add(Calendar.MINUTE mMinute); /53 System.out.println( Cal time + cal.getTimeInMillis()); System.out.println( System time +System.currentTimeMillis()); </code></pre> <p>cal time 64775494376227 System time 1302724616231 What's wrong in my code?</p>,5654906,1,0,,2011-04-13 19:58:05.027000 UTC,,2014-02-11 21:42:14.233000 UTC,2014-02-11 21:42:14.233000 UTC,,307260,,632516,,1,0,android|time|calendar|systemtime,4519
