id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
10246,7005,5608,25109,27457,Complete,2023-04-18 03:22:14.000000 UTC,2023-04-20 23:21:00.000000 UTC,2023-04-22 08:17:00.000000 UTC,,11.0
53401,36754,29378,360,143947,Complete,2023-02-03 05:02:01.000000 UTC,2023-02-05 16:40:00.000000 UTC,2023-02-07 00:38:00.000000 UTC,,11.0
171068,117728,94085,24924,461066,Complete,2023-02-20 16:04:12.000000 UTC,2023-02-23 10:52:00.000000 UTC,2023-02-24 23:36:00.000000 UTC,,11.0
1070,711,593,18193,2897,Complete,2023-03-22 03:26:39.000000 UTC,2023-03-23 02:54:00.000000 UTC,2023-03-25 07:45:00.000000 UTC,,12.0
3000,2046,1596,25138,8073,Complete,2023-01-27 14:17:47.000000 UTC,2023-01-25 10:13:00.000000 UTC,2023-01-30 03:23:00.000000 UTC,,12.0
4732,3232,2530,24881,12706,Complete,2023-03-24 02:23:51.000000 UTC,2023-03-24 09:04:00.000000 UTC,2023-03-26 19:54:00.000000 UTC,,12.0
18555,12748,10289,10768,49945,Complete,2023-04-21 01:46:00.894408 UTC,2023-04-21 13:17:01.894408 UTC,2023-04-25 01:31:01.894408 UTC,,12.0
19961,13691,11059,25248,53682,Complete,2023-04-05 01:11:17.000000 UTC,2023-04-05 19:12:00.000000 UTC,2023-04-08 09:10:00.000000 UTC,,12.0
41943,28823,23049,15636,113037,Complete,2023-04-24 04:47:06.088971 UTC,2023-04-22 23:24:27.088971 UTC,2023-04-26 02:30:27.088971 UTC,,12.0
44181,30366,24264,2780,119052,Complete,2023-03-30 22:42:50.000000 UTC,2023-03-30 02:15:00.000000 UTC,2023-03-31 01:54:00.000000 UTC,,12.0
57676,39680,31667,8961,155447,Complete,2023-04-15 16:47:21.000000 UTC,2023-04-15 01:46:00.000000 UTC,2023-04-19 19:22:00.000000 UTC,,12.0
70752,48684,38886,25084,190749,Complete,2023-03-08 12:21:20.000000 UTC,2023-03-10 10:11:00.000000 UTC,2023-03-15 03:21:00.000000 UTC,,12.0
71278,49032,39165,10744,192211,Complete,2023-04-22 06:11:45.271568 UTC,2023-04-22 11:54:16.271568 UTC,2023-04-22 12:30:16.271568 UTC,,12.0
93086,64034,51184,11402,251201,Complete,2023-03-23 16:12:42.000000 UTC,2023-03-22 14:10:00.000000 UTC,2023-03-25 08:59:00.000000 UTC,,12.0
98180,67527,53918,26198,264882,Complete,2023-04-23 14:43:37.545896 UTC,2023-04-21 04:16:27.545896 UTC,2023-04-22 19:31:27.545896 UTC,,12.0
102400,70399,56207,18660,276204,Complete,2023-04-25 00:22:14.864608 UTC,2023-04-23 15:18:27.864608 UTC,2023-04-26 02:18:27.864608 UTC,,12.0
110242,75762,60462,8961,297261,Complete,2023-04-20 07:03:52.860608 UTC,2023-04-23 06:42:27.860608 UTC,2023-04-26 01:56:27.860608 UTC,,12.0
114158,78471,62664,11002,307819,Complete,2023-04-26 07:51:46.000000 UTC,2023-04-23 21:33:00.000000 UTC,2023-04-27 03:36:00.000000 UTC,,12.0
123228,84692,67636,28347,332159,Complete,2023-04-22 02:41:09.182863 UTC,2023-04-24 07:31:11.182863 UTC,2023-04-27 23:30:11.182863 UTC,,12.0
148471,102142,81535,25169,400127,Complete,2023-04-19 15:50:24.000000 UTC,2023-04-22 17:36:00.000000 UTC,2023-04-26 16:42:00.000000 UTC,,12.0
162242,111634,89192,24881,437273,Complete,2023-02-26 00:02:54.000000 UTC,2023-02-28 23:00:00.000000 UTC,2023-03-05 05:55:00.000000 UTC,,12.0
171254,117848,94196,24974,461555,Complete,2023-04-20 22:39:35.410862 UTC,2023-04-22 03:58:09.410862 UTC,2023-04-23 21:29:09.410862 UTC,,12.0
37733,25935,20739,15060,101647,Complete,2023-04-22 10:10:42.197575 UTC,2023-04-22 07:24:28.197575 UTC,2023-04-24 15:55:28.197575 UTC,,12.5
99922,68706,54896,9496,269523,Complete,2023-04-06 10:24:04.000000 UTC,2023-04-04 07:38:00.000000 UTC,2023-04-05 05:56:00.000000 UTC,,12.5
217,149,116,10758,578,Complete,2023-01-29 22:41:50.000000 UTC,2023-01-27 18:08:00.000000 UTC,2023-01-30 23:50:00.000000 UTC,,13.0
34690,23820,19080,12576,93465,Complete,2023-04-16 00:26:55.000000 UTC,2023-04-16 16:09:00.000000 UTC,2023-04-21 03:05:00.000000 UTC,,13.0
38009,26109,20888,11468,102395,Complete,2023-03-27 17:42:24.000000 UTC,2023-03-26 15:36:00.000000 UTC,2023-03-30 12:04:00.000000 UTC,,13.0
44093,30306,24209,18699,118823,Complete,2023-04-22 08:48:16.812726 UTC,2023-04-23 01:52:56.812726 UTC,2023-04-25 07:56:56.812726 UTC,,13.0
165215,113666,90861,24601,445322,Complete,2023-04-21 13:38:19.000000 UTC,2023-04-21 17:18:00.000000 UTC,2023-04-23 01:07:00.000000 UTC,,13.0
168152,115695,92470,15735,453200,Complete,2023-03-15 04:53:56.000000 UTC,2023-03-16 11:20:00.000000 UTC,2023-03-17 13:57:00.000000 UTC,,13.0
180698,124345,99403,10747,487108,Complete,2023-04-17 06:01:07.000000 UTC,2023-04-19 20:54:00.000000 UTC,2023-04-23 10:27:00.000000 UTC,,13.0
24635,16876,13557,9113,66277,Complete,2023-04-06 12:31:41.000000 UTC,2023-04-08 14:56:00.000000 UTC,2023-04-09 06:00:00.000000 UTC,,13.5
69106,47546,37974,24580,186337,Complete,2023-04-11 02:44:31.000000 UTC,2023-04-12 13:23:00.000000 UTC,2023-04-14 11:44:00.000000 UTC,,13.5
119050,81863,65323,26168,320956,Complete,2023-04-24 02:37:54.663269 UTC,2023-04-24 21:12:04.663269 UTC,2023-04-27 21:38:04.663269 UTC,,13.5
144329,99266,79269,26211,389038,Complete,2023-04-08 01:56:51.000000 UTC,2023-04-11 01:04:00.000000 UTC,2023-04-11 19:33:00.000000 UTC,,13.5
160136,110185,87988,13099,431620,Complete,2023-04-04 17:33:24.000000 UTC,2023-04-05 00:06:00.000000 UTC,2023-04-06 05:31:00.000000 UTC,,13.5
174303,119931,95822,25925,469744,Complete,2023-03-17 15:10:52.000000 UTC,2023-03-16 22:08:00.000000 UTC,2023-03-21 04:23:00.000000 UTC,,13.5
22138,15167,12219,9395,59555,Complete,2023-03-25 00:01:11.000000 UTC,2023-03-24 07:49:00.000000 UTC,2023-03-26 19:00:00.000000 UTC,,14.0
29796,20468,16421,12544,80162,Complete,2023-02-08 10:31:32.000000 UTC,2023-02-08 17:19:00.000000 UTC,2023-02-11 09:56:00.000000 UTC,,14.0
39107,26885,21518,9237,105370,Complete,2023-04-23 13:37:33.813051 UTC,2023-04-25 08:18:47.813051 UTC,2023-04-28 14:31:47.813051 UTC,,14.0
53581,36867,29463,5411,144430,Complete,2023-03-26 12:37:51.000000 UTC,2023-03-27 17:47:00.000000 UTC,2023-03-30 05:13:00.000000 UTC,,14.0
63964,43988,35159,11399,172456,Complete,2023-02-21 12:14:24.000000 UTC,2023-02-19 05:30:00.000000 UTC,2023-02-22 11:42:00.000000 UTC,,14.0
81231,55903,44648,26205,219132,Complete,2023-04-22 14:56:20.545616 UTC,2023-04-21 21:54:33.545616 UTC,2023-04-26 21:50:33.545616 UTC,,14.0
108303,74467,59369,24612,292060,Complete,2023-04-20 05:17:47.000000 UTC,2023-04-22 00:04:00.000000 UTC,2023-04-24 13:58:00.000000 UTC,,14.0
110137,75700,60407,24459,296995,Complete,2023-03-07 12:37:13.000000 UTC,2023-03-05 12:58:00.000000 UTC,2023-03-09 09:23:00.000000 UTC,,14.0
118722,81626,65127,8945,320082,Complete,2023-04-01 04:24:22.000000 UTC,2023-03-31 07:30:00.000000 UTC,2023-04-02 06:25:00.000000 UTC,,14.0
130974,89993,71825,25214,353026,Complete,2023-04-22 00:19:19.464812 UTC,2023-04-21 04:43:11.464812 UTC,2023-04-26 04:12:11.464812 UTC,,14.0
136558,93894,74938,25102,368121,Complete,2023-04-20 07:12:09.000000 UTC,2023-04-21 03:59:00.000000 UTC,2023-04-21 16:07:00.000000 UTC,,14.0
149816,103070,82310,24927,403752,Complete,2023-04-24 12:08:32.194809 UTC,2023-04-25 10:42:15.194809 UTC,2023-04-29 03:58:15.194809 UTC,,14.0
149999,103199,82414,24927,404249,Complete,2023-02-16 04:05:32.000000 UTC,2023-02-18 07:25:00.000000 UTC,2023-02-18 10:56:00.000000 UTC,,14.0
161462,111098,88739,24927,435207,Complete,2023-03-24 00:03:58.000000 UTC,2023-03-25 04:33:00.000000 UTC,2023-03-25 22:30:00.000000 UTC,,14.0
3687,2523,1974,16719,9905,Complete,2023-04-11 11:48:14.000000 UTC,2023-04-11 01:19:00.000000 UTC,2023-04-14 19:41:00.000000 UTC,,14.5
144779,99569,79508,2320,390236,Complete,2023-04-25 00:54:11.000000 UTC,2023-04-23 07:08:00.000000 UTC,2023-04-23 12:21:00.000000 UTC,,14.5
3330,2275,1785,11393,8955,Complete,2023-04-12 22:20:18.000000 UTC,2023-04-13 20:53:00.000000 UTC,2023-04-16 10:22:00.000000 UTC,,15.0
14663,10071,8069,9159,39419,Complete,2023-04-22 13:01:55.882196 UTC,2023-04-23 23:44:04.882196 UTC,2023-04-26 00:03:04.882196 UTC,,15.0
16611,11408,9208,10982,44714,Complete,2023-03-19 06:20:55.000000 UTC,2023-03-20 20:16:00.000000 UTC,2023-03-21 00:02:00.000000 UTC,,15.0
25073,17193,13782,9234,67457,Complete,2023-04-17 09:06:48.000000 UTC,2023-04-18 22:46:00.000000 UTC,2023-04-22 10:27:00.000000 UTC,,15.0
38063,26144,20922,12617,102534,Complete,2023-04-21 12:04:50.000000 UTC,2023-04-23 02:41:00.000000 UTC,2023-04-27 01:37:00.000000 UTC,,15.0
43609,29966,23935,9225,117556,Complete,2023-04-12 11:38:47.000000 UTC,2023-04-13 00:50:00.000000 UTC,2023-04-15 03:47:00.000000 UTC,,15.0
43869,30154,24087,11393,118246,Complete,2023-03-28 04:53:50.000000 UTC,2023-03-30 07:12:00.000000 UTC,2023-03-30 15:55:00.000000 UTC,,15.0
56953,39176,31269,15426,153517,Complete,2023-04-23 04:14:34.178335 UTC,2023-04-24 16:23:55.178335 UTC,2023-04-29 12:20:55.178335 UTC,,15.0
66671,45878,36668,9039,179782,Complete,2023-04-02 13:05:50.000000 UTC,2023-04-05 07:47:00.000000 UTC,2023-04-05 07:49:00.000000 UTC,,15.0
96667,66499,53098,14487,260782,Complete,2023-03-26 15:46:04.000000 UTC,2023-03-27 16:50:00.000000 UTC,2023-04-01 07:17:00.000000 UTC,,15.0
102123,70200,56061,9373,275469,Complete,2023-03-07 17:07:38.000000 UTC,2023-03-08 13:47:00.000000 UTC,2023-03-12 01:54:00.000000 UTC,,15.0
134099,92187,73582,15416,361492,Complete,2023-04-28 16:07:35.000000 UTC,2023-04-27 04:52:00.000000 UTC,2023-04-28 18:47:00.000000 UTC,,15.0
170310,117216,93680,10970,459009,Complete,2023-01-30 11:53:08.000000 UTC,2023-02-02 07:00:00.000000 UTC,2023-02-02 08:00:00.000000 UTC,,15.0
171630,118092,94376,18423,462568,Complete,2023-04-21 08:25:52.507266 UTC,2023-04-24 00:29:14.507266 UTC,2023-04-25 10:02:14.507266 UTC,,15.0
174316,119940,95830,10214,469781,Complete,2023-04-07 00:44:18.000000 UTC,2023-04-04 09:16:00.000000 UTC,2023-04-09 00:01:00.000000 UTC,,15.0
175953,121052,96719,6540,474245,Complete,2023-04-22 02:31:27.000000 UTC,2023-04-21 14:33:00.000000 UTC,2023-04-23 05:49:00.000000 UTC,,15.0
178734,122984,98282,8873,481777,Complete,2023-04-03 03:20:20.000000 UTC,2023-04-06 01:52:00.000000 UTC,2023-04-10 13:50:00.000000 UTC,,15.0
179337,123403,98599,15426,483390,Complete,2023-04-27 16:04:31.727317 UTC,2023-04-27 15:11:14.727317 UTC,2023-04-28 13:03:14.727317 UTC,,15.0
180578,124271,99351,25297,486790,Complete,2023-03-03 07:28:18.000000 UTC,2023-03-01 16:41:00.000000 UTC,2023-03-06 11:56:00.000000 UTC,,15.0
968,643,532,25054,2631,Complete,2023-03-31 14:15:22.000000 UTC,2023-04-02 17:45:00.000000 UTC,2023-04-06 22:09:00.000000 UTC,,16.0
68712,47270,37743,11119,185288,Complete,2023-04-24 14:56:58.585493 UTC,2023-04-25 02:45:40.585493 UTC,2023-04-26 06:11:40.585493 UTC,,16.0
135862,93414,74571,24838,366240,Complete,2023-04-22 03:53:02.000000 UTC,2023-04-22 03:52:00.000000 UTC,2023-04-23 09:14:00.000000 UTC,,16.0
158228,108863,86927,10835,426484,Complete,2023-04-24 16:42:49.057303 UTC,2023-04-25 15:57:50.057303 UTC,2023-04-26 08:58:50.057303 UTC,,16.0
158560,109089,87103,6434,427363,Complete,2023-01-27 14:21:49.000000 UTC,2023-01-27 22:01:00.000000 UTC,2023-01-31 08:04:00.000000 UTC,,16.0
164141,112939,90235,25088,442387,Complete,2023-04-14 07:14:08.000000 UTC,2023-04-14 06:32:00.000000 UTC,2023-04-15 14:50:00.000000 UTC,,16.0
169359,116561,93168,13955,456431,Complete,2023-04-25 03:04:46.000000 UTC,2023-04-22 04:46:00.000000 UTC,2023-04-25 21:27:00.000000 UTC,,16.0
25259,17313,13886,25175,67947,Complete,2023-01-26 07:42:08.000000 UTC,2023-01-29 09:06:00.000000 UTC,2023-01-29 15:20:00.000000 UTC,,17.0
47995,32977,26335,25486,129410,Complete,2023-03-31 16:42:40.000000 UTC,2023-04-02 04:58:00.000000 UTC,2023-04-04 06:21:00.000000 UTC,,17.0
71822,49406,39454,25114,193701,Complete,2023-04-23 05:09:37.694197 UTC,2023-04-24 21:32:23.694197 UTC,2023-04-28 11:19:23.694197 UTC,,17.0
75408,51857,41436,26373,203363,Complete,2023-04-16 17:03:30.000000 UTC,2023-04-17 01:46:00.000000 UTC,2023-04-18 19:03:00.000000 UTC,,17.0
101707,69928,55843,25532,274345,Complete,2023-04-26 04:24:14.000000 UTC,2023-04-23 02:31:00.000000 UTC,2023-04-25 01:44:00.000000 UTC,,17.0
137017,94207,75192,10599,369359,Complete,2023-04-22 07:56:20.000000 UTC,2023-04-24 21:54:00.000000 UTC,2023-04-29 18:03:00.000000 UTC,,17.0
154920,106604,85133,16248,417545,Complete,2023-04-22 09:43:02.313412 UTC,2023-04-25 03:07:48.313412 UTC,2023-04-28 10:45:48.313412 UTC,,17.0
155921,107297,85688,24906,420257,Complete,2023-04-08 10:47:11.000000 UTC,2023-04-07 03:09:00.000000 UTC,2023-04-09 13:54:00.000000 UTC,,17.0
169183,116447,93079,25337,455981,Complete,2023-04-14 11:11:40.000000 UTC,2023-04-14 23:20:00.000000 UTC,2023-04-15 11:45:00.000000 UTC,,17.0
7291,4961,3922,8870,19538,Complete,2023-04-13 09:54:56.000000 UTC,2023-04-15 14:45:00.000000 UTC,2023-04-16 15:55:00.000000 UTC,,18.0
11292,7718,6180,18749,30284,Complete,2023-02-15 10:10:36.000000 UTC,2023-02-16 12:45:00.000000 UTC,2023-02-19 04:38:00.000000 UTC,,18.0
12972,8873,7108,26335,34857,Complete,2023-03-02 08:38:48.000000 UTC,2023-03-02 18:14:00.000000 UTC,2023-03-07 15:25:00.000000 UTC,,18.0
15435,10599,8531,2828,41530,Complete,2023-03-06 14:26:46.000000 UTC,2023-03-08 19:34:00.000000 UTC,2023-03-10 00:54:00.000000 UTC,,18.0
19007,13055,10539,25879,51139,Complete,2023-02-12 15:56:16.000000 UTC,2023-02-09 17:35:00.000000 UTC,2023-02-13 17:37:00.000000 UTC,,18.0
19971,13697,11065,15768,53712,Complete,2023-03-12 02:07:44.000000 UTC,2023-03-10 12:13:00.000000 UTC,2023-03-13 17:43:00.000000 UTC,,18.0
21192,14556,11733,15350,57013,Complete,2023-02-03 05:18:14.000000 UTC,2023-02-04 02:33:00.000000 UTC,2023-02-08 17:24:00.000000 UTC,,18.0
25936,17776,14275,11084,69776,Complete,2023-04-10 00:24:57.000000 UTC,2023-04-08 19:42:00.000000 UTC,2023-04-12 16:00:00.000000 UTC,,18.0
29076,19969,16024,10923,78223,Complete,2023-03-24 04:35:30.000000 UTC,2023-03-26 11:32:00.000000 UTC,2023-03-27 20:13:00.000000 UTC,,18.0
36441,25018,20031,666,98175,Complete,2023-02-20 05:36:52.000000 UTC,2023-02-21 14:58:00.000000 UTC,2023-02-25 06:27:00.000000 UTC,,18.0
40737,28004,22398,25805,109797,Complete,2023-04-24 10:04:47.271896 UTC,2023-04-24 17:51:10.271896 UTC,2023-04-25 21:43:10.271896 UTC,,18.0
43634,29989,23955,25615,117621,Complete,2023-04-21 08:37:15.271884 UTC,2023-04-23 15:11:50.271884 UTC,2023-04-25 04:09:50.271884 UTC,,18.0
47289,32495,25954,15558,127476,Complete,2023-04-23 00:44:13.333527 UTC,2023-04-26 00:50:41.333527 UTC,2023-04-30 21:20:41.333527 UTC,,18.0
62551,43046,34396,24514,168611,Complete,2023-03-08 06:28:45.000000 UTC,2023-03-09 03:53:00.000000 UTC,2023-03-10 18:27:00.000000 UTC,,18.0
73165,50315,40162,24500,197325,Complete,2023-04-01 22:37:50.000000 UTC,2023-03-29 07:36:00.000000 UTC,2023-04-01 18:12:00.000000 UTC,,18.0
76732,52789,42165,25801,206928,Complete,2023-04-25 23:26:05.382616 UTC,2023-04-26 00:19:31.382616 UTC,2023-04-29 04:06:31.382616 UTC,,18.0
78889,54288,43366,7084,212741,Complete,2023-02-19 04:20:07.000000 UTC,2023-02-16 15:23:00.000000 UTC,2023-02-18 11:47:00.000000 UTC,,18.0
80076,55125,44027,25765,216012,Complete,2023-03-26 11:58:02.000000 UTC,2023-03-28 02:41:00.000000 UTC,2023-03-30 21:54:00.000000 UTC,,18.0
80302,55282,44156,8884,216630,Complete,2023-03-13 14:22:34.000000 UTC,2023-03-14 04:27:00.000000 UTC,2023-03-17 23:37:00.000000 UTC,,18.0
85075,58534,46719,8870,229519,Complete,2023-01-30 15:23:56.000000 UTC,2023-01-31 23:22:00.000000 UTC,2023-02-01 13:05:00.000000 UTC,,18.0
87537,60234,48102,25051,236189,Complete,2023-03-15 00:57:51.000000 UTC,2023-03-15 16:39:00.000000 UTC,2023-03-16 14:46:00.000000 UTC,,18.0
90857,62512,49953,25113,245181,Complete,2023-04-22 00:58:14.000000 UTC,2023-04-22 04:19:00.000000 UTC,2023-04-23 10:56:00.000000 UTC,,18.0
101498,69779,55717,617,273781,Complete,2023-03-28 06:21:24.000000 UTC,2023-03-30 20:53:00.000000 UTC,2023-04-02 12:39:00.000000 UTC,,18.0
110228,75756,60459,25145,297226,Complete,2023-04-03 06:24:30.000000 UTC,2023-04-01 16:55:00.000000 UTC,2023-04-02 08:08:00.000000 UTC,,18.0
150803,103733,82851,18130,406412,Complete,2023-02-05 12:57:55.000000 UTC,2023-02-06 19:08:00.000000 UTC,2023-02-11 16:02:00.000000 UTC,,18.0
164081,112904,90203,25186,442229,Complete,2023-04-12 13:56:12.000000 UTC,2023-04-13 07:47:00.000000 UTC,2023-04-17 23:35:00.000000 UTC,,18.0
177432,122090,97578,25113,478234,Complete,2023-03-15 05:20:20.000000 UTC,2023-03-13 13:12:00.000000 UTC,2023-03-14 20:15:00.000000 UTC,,18.0
181273,124742,99716,484,488660,Complete,2023-04-21 14:38:28.000000 UTC,2023-04-23 17:16:00.000000 UTC,2023-04-25 19:16:00.000000 UTC,,18.0
28628,19680,15794,9284,77027,Complete,2023-04-19 13:14:12.000000 UTC,2023-04-22 04:52:00.000000 UTC,2023-04-23 06:26:00.000000 UTC,,19.0
33440,22961,18406,25713,90100,Complete,2023-04-21 04:46:55.000000 UTC,2023-04-20 17:00:00.000000 UTC,2023-04-23 13:40:00.000000 UTC,,19.0
61561,42401,33887,17975,165919,Complete,2023-04-12 14:42:58.000000 UTC,2023-04-14 00:17:00.000000 UTC,2023-04-16 15:37:00.000000 UTC,,19.0
75256,51753,41347,20312,202956,Complete,2023-04-15 11:45:50.000000 UTC,2023-04-15 07:20:00.000000 UTC,2023-04-18 18:22:00.000000 UTC,,19.0
99202,68230,54513,26125,267607,Complete,2023-04-20 03:49:27.000000 UTC,2023-04-22 06:01:00.000000 UTC,2023-04-26 21:19:00.000000 UTC,,19.0
154922,106606,85133,24889,417552,Complete,2023-04-20 09:30:25.313412 UTC,2023-04-21 07:08:48.313412 UTC,2023-04-22 14:55:48.313412 UTC,,19.0
358,243,195,6147,961,Complete,2023-03-18 03:45:48.000000 UTC,2023-03-19 04:16:00.000000 UTC,2023-03-19 05:09:00.000000 UTC,,20.0
1793,1210,978,24682,4832,Complete,2023-03-03 03:30:53.000000 UTC,2023-03-05 08:51:00.000000 UTC,2023-03-07 23:41:00.000000 UTC,,20.0
1885,1269,1018,26102,5072,Complete,2023-04-20 01:20:24.000000 UTC,2023-04-22 04:10:00.000000 UTC,2023-04-22 22:14:00.000000 UTC,,20.0
4734,3232,2530,16568,12711,Complete,2023-03-25 00:24:13.000000 UTC,2023-03-24 09:04:00.000000 UTC,2023-03-26 19:54:00.000000 UTC,,20.0
6977,4741,3752,10738,18702,Complete,2023-03-27 12:53:14.000000 UTC,2023-03-28 02:13:00.000000 UTC,2023-04-01 18:42:00.000000 UTC,,20.0
21049,14445,11655,16227,56623,Complete,2023-02-28 09:00:09.000000 UTC,2023-03-01 20:57:00.000000 UTC,2023-03-05 07:52:00.000000 UTC,,20.0
46385,31880,25483,15250,125032,Complete,2023-04-18 09:58:45.000000 UTC,2023-04-19 06:59:00.000000 UTC,2023-04-19 22:38:00.000000 UTC,,20.0
46848,32194,25711,16496,126274,Complete,2023-04-16 11:00:08.000000 UTC,2023-04-17 22:11:00.000000 UTC,2023-04-21 21:14:00.000000 UTC,,20.0
47760,32820,26222,14854,128779,Complete,2023-04-23 07:07:43.141176 UTC,2023-04-25 21:29:48.141176 UTC,2023-04-27 06:52:48.141176 UTC,,20.0
56907,39150,31253,16209,153390,Complete,2023-04-21 10:41:19.000000 UTC,2023-04-22 22:45:00.000000 UTC,2023-04-23 18:35:00.000000 UTC,,20.0
66644,45858,36653,14544,179715,Complete,2023-02-10 07:38:52.000000 UTC,2023-02-12 23:56:00.000000 UTC,2023-02-13 12:00:00.000000 UTC,,20.0
88108,60611,48402,12411,237730,Complete,2023-04-24 08:24:37.158554 UTC,2023-04-26 09:18:05.158554 UTC,2023-04-30 10:38:05.158554 UTC,,20.0
93303,64174,51277,28356,251783,Complete,2023-04-21 15:59:01.785069 UTC,2023-04-23 02:58:17.785069 UTC,2023-04-27 14:30:17.785069 UTC,,20.0
100455,69071,55172,16686,270970,Complete,2023-04-27 07:20:11.569596 UTC,2023-04-25 15:37:59.569596 UTC,2023-04-28 16:04:59.569596 UTC,,20.0
108108,74334,59246,11642,291536,Complete,2023-04-20 16:58:54.175554 UTC,2023-04-21 09:39:51.175554 UTC,2023-04-25 19:52:51.175554 UTC,,20.0
111845,76875,61353,8997,301592,Complete,2023-01-18 09:00:35.000000 UTC,2023-01-19 15:08:00.000000 UTC,2023-01-19 18:36:00.000000 UTC,,20.0
120560,82889,66172,16294,324995,Complete,2023-04-26 01:29:21.452646 UTC,2023-04-22 14:31:29.452646 UTC,2023-04-23 07:14:29.452646 UTC,,20.0
132405,90965,72596,16568,356929,Complete,2023-04-13 00:09:35.000000 UTC,2023-04-13 12:16:00.000000 UTC,2023-04-15 15:16:00.000000 UTC,,20.0
138047,94938,75782,13773,372124,Complete,2023-03-22 08:25:53.000000 UTC,2023-03-20 16:48:00.000000 UTC,2023-03-23 11:20:00.000000 UTC,,20.0
142982,98340,78504,25467,385416,Complete,2023-04-07 09:42:48.000000 UTC,2023-04-06 14:58:00.000000 UTC,2023-04-09 01:58:00.000000 UTC,,20.0
163336,112381,89786,27300,440203,Complete,2023-04-05 16:29:24.000000 UTC,2023-04-04 09:51:00.000000 UTC,2023-04-04 22:25:00.000000 UTC,,20.0
87428,60157,48032,25540,235900,Complete,2023-04-22 12:24:14.296562 UTC,2023-04-23 12:11:56.296562 UTC,2023-04-27 18:27:56.296562 UTC,,21.0
89770,61753,49349,25430,242186,Complete,2023-04-11 13:57:25.000000 UTC,2023-04-13 03:16:00.000000 UTC,2023-04-17 17:27:00.000000 UTC,,21.0
91212,62749,50135,12196,246131,Complete,2023-04-24 13:07:21.124459 UTC,2023-04-26 23:14:47.124459 UTC,2023-05-01 12:02:47.124459 UTC,,21.0
95422,65648,52434,26119,257449,Complete,2023-04-21 04:27:44.592266 UTC,2023-04-24 01:26:48.592266 UTC,2023-04-26 06:11:48.592266 UTC,,21.0
144604,99454,79421,25174,389764,Complete,2023-04-16 00:59:09.000000 UTC,2023-04-16 12:27:00.000000 UTC,2023-04-16 22:06:00.000000 UTC,,21.0
149246,102674,81962,597,402212,Complete,2023-04-20 01:25:59.720026 UTC,2023-04-20 09:45:04.720026 UTC,2023-04-22 18:37:04.720026 UTC,,21.0
12462,8533,6825,16424,33458,Complete,2023-04-23 03:54:32.000000 UTC,2023-04-21 07:21:00.000000 UTC,2023-04-22 12:17:00.000000 UTC,,22.0
19008,13055,10539,16305,51141,Complete,2023-02-10 16:13:37.000000 UTC,2023-02-09 17:35:00.000000 UTC,2023-02-13 17:37:00.000000 UTC,,22.0
19477,13361,10795,12400,52413,Complete,2023-04-19 10:39:50.000000 UTC,2023-04-20 06:07:00.000000 UTC,2023-04-20 17:55:00.000000 UTC,,22.0
22249,15244,12270,26379,59873,Complete,2023-03-13 11:46:39.000000 UTC,2023-03-14 21:32:00.000000 UTC,2023-03-15 17:36:00.000000 UTC,,22.0
30950,21249,17012,25986,83297,Complete,2023-04-02 00:08:11.000000 UTC,2023-03-29 00:52:00.000000 UTC,2023-04-03 00:02:00.000000 UTC,,22.0
32384,22231,17840,25773,87203,Complete,2023-03-22 12:43:21.000000 UTC,2023-03-24 15:26:00.000000 UTC,2023-03-27 14:41:00.000000 UTC,,22.0
54239,37302,29790,17941,146199,Complete,2023-02-10 07:08:38.000000 UTC,2023-02-11 04:34:00.000000 UTC,2023-02-15 01:03:00.000000 UTC,,22.0
62622,43092,34439,24784,168805,Complete,2023-03-29 15:39:50.000000 UTC,2023-03-29 00:08:00.000000 UTC,2023-04-02 15:08:00.000000 UTC,,22.0
71629,49274,39362,26284,193178,Complete,2023-04-22 05:32:18.321554 UTC,2023-04-23 09:19:21.321554 UTC,2023-04-26 13:59:21.321554 UTC,,22.0
71727,49345,39406,13950,193443,Complete,2023-04-24 03:50:15.483055 UTC,2023-04-24 22:46:22.483055 UTC,2023-04-28 19:21:22.483055 UTC,,22.0
88834,61119,48820,25064,239692,Complete,2023-02-17 15:12:34.000000 UTC,2023-02-20 04:31:00.000000 UTC,2023-02-20 14:27:00.000000 UTC,,22.0
100633,69183,55257,18113,271443,Complete,2023-04-24 08:37:33.984457 UTC,2023-04-27 07:18:01.984457 UTC,2023-04-29 11:45:01.984457 UTC,,22.0
125114,85954,68600,26036,337230,Complete,2023-04-20 09:24:42.000000 UTC,2023-04-21 15:04:00.000000 UTC,2023-04-25 01:18:00.000000 UTC,,22.0
133534,91785,73267,9629,359958,Complete,2023-04-09 14:56:04.000000 UTC,2023-04-12 10:07:00.000000 UTC,2023-04-13 21:37:00.000000 UTC,,22.0
138165,95017,75832,2598,372453,Complete,2023-04-16 06:31:35.000000 UTC,2023-04-17 19:51:00.000000 UTC,2023-04-20 03:04:00.000000 UTC,,22.0
142188,97783,78063,26063,383274,Complete,2023-04-20 02:50:22.000000 UTC,2023-04-20 11:34:00.000000 UTC,2023-04-22 08:45:00.000000 UTC,,22.0
155731,107167,85587,12422,419726,Complete,2023-04-15 11:55:35.000000 UTC,2023-04-18 02:35:00.000000 UTC,2023-04-22 17:12:00.000000 UTC,,22.0
